loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
310,1, Not Graduate, No,8400000,29900000,16,476,16100000,2400000,32700000,7500000, Rejected
311,2, Graduate, No,4100000,15600000,12,838,5500000,4800000,15100000,2700000, Approved
312,1, Graduate, Yes,5200000,19500000,12,778,5200000,4300000,19900000,5800000, Approved
313,5, Not Graduate, Yes,2000000,7400000,14,799,3600000,3700000,4300000,1100000, Approved
314,3, Graduate, No,4600000,17800000,20,716,12600000,2600000,10800000,4500000, Approved
315,0, Not Graduate, No,9300000,20100000,10,743,4800000,1800000,21900000,13600000, Approved
316,3, Not Graduate, No,4100000,8500000,2,833,12000000,0,16200000,3400000, Approved
317,4, Graduate, Yes,5100000,14000000,12,459,9800000,0,10400000,6800000, Rejected
318,0, Graduate, Yes,9800000,32600000,10,704,7000000,12100000,30000000,4900000, Approved
319,1, Graduate, Yes,1600000,4100000,6,391,4300000,1400000,5700000,700000, Rejected
320,4, Graduate, No,9200000,30300000,10,607,24000000,16600000,29600000,8900000, Approved
321,0, Graduate, Yes,3700000,8500000,8,424,1900000,5600000,14800000,4100000, Rejected
322,5, Graduate, Yes,7100000,20800000,6,442,2900000,7100000,28200000,7100000, Rejected
323,0, Graduate, Yes,1200000,2700000,2,638,1500000,500000,2700000,1500000, Approved
324,3, Not Graduate, No,1600000,5600000,6,710,3100000,800000,6000000,1600000, Approved
325,4, Not Graduate, Yes,1600000,4800000,20,641,4200000,1000000,4100000,1400000, Approved
326,2, Not Graduate, No,5300000,20200000,10,348,9200000,9500000,17300000,6100000, Rejected
327,5, Not Graduate, No,9100000,19900000,20,519,9300000,16400000,28900000,10500000, Rejected
328,4, Not Graduate, Yes,9400000,35000000,10,517,10700000,15100000,27500000,6700000, Rejected
329,2, Graduate, Yes,1100000,3400000,10,426,300000,800000,3900000,1400000, Rejected
330,1, Graduate, Yes,2000000,5600000,18,320,2400000,2300000,4600000,2100000, Rejected
331,4, Graduate, No,7200000,22900000,18,657,14600000,400000,17400000,8800000, Approved
332,1, Not Graduate, Yes,500000,1900000,12,868,200000,500000,1800000,300000, Approved
333,1, Not Graduate, Yes,5800000,13900000,6,345,4000000,9300000,20900000,5500000, Rejected
334,5, Not Graduate, Yes,4600000,12800000,14,769,13100000,8600000,12100000,3500000, Approved
335,0, Not Graduate, Yes,900000,3600000,10,683,1400000,700000,3500000,400000, Approved
336,1, Not Graduate, No,5200000,12600000,10,721,1100000,8700000,13900000,3600000, Approved
337,3, Not Graduate, Yes,6400000,15200000,14,467,15500000,9100000,18400000,3200000, Rejected
338,2, Not Graduate, No,6800000,14800000,14,803,11300000,3300000,19600000,6600000, Approved
339,0, Graduate, No,3000000,8400000,10,361,7700000,200000,7300000,1800000, Rejected
340,4, Graduate, Yes,8800000,20900000,18,766,13500000,15400000,34500000,13100000, Approved
341,5, Graduate, No,1700000,4300000,2,517,100000,200000,6200000,1600000, Rejected
342,0, Graduate, No,9200000,25400000,2,783,25400000,2000000,19600000,12400000, Approved
343,3, Not Graduate, No,5700000,19400000,2,335,7400000,10600000,20600000,7100000, Approved
344,5, Not Graduate, Yes,1100000,2700000,4,889,1900000,1000000,2200000,500000, Approved
345,2, Not Graduate, Yes,1100000,2200000,4,874,1900000,1300000,2100000,900000, Approved
346,1, Graduate, No,2200000,4900000,8,509,3800000,0,5400000,2900000, Rejected
347,4, Graduate, Yes,6300000,23900000,6,899,-100000,11400000,20600000,6700000, Approved
348,5, Graduate, Yes,1300000,4300000,2,595,1300000,500000,2900000,1500000, Approved
349,1, Not Graduate, No,2800000,6700000,12,322,1900000,2000000,8600000,2100000, Rejected
350,0, Graduate, No,8900000,25800000,18,531,12400000,3400000,22900000,5400000, Rejected
351,5, Not Graduate, No,7000000,21800000,4,631,8100000,7100000,14600000,10000000, Approved
352,0, Graduate, Yes,6900000,18600000,10,330,19600000,9400000,16400000,4500000, Rejected
353,0, Graduate, Yes,6100000,19700000,16,678,13700000,2300000,19300000,5500000, Approved
354,1, Graduate, Yes,4400000,14700000,8,894,11400000,6300000,9400000,2400000, Approved
355,4, Not Graduate, No,9900000,22700000,12,567,28300000,9900000,29700000,5400000, Approved
356,3, Graduate, No,6800000,21200000,2,433,10700000,1900000,23200000,6300000, Approved
357,4, Not Graduate, No,3600000,8700000,14,302,6400000,3700000,7800000,4100000, Rejected
358,4, Graduate, No,1800000,4100000,12,670,1900000,2900000,4700000,2200000, Approved
359,3, Not Graduate, No,5600000,21000000,12,609,8800000,11000000,15800000,4900000, Approved
360,4, Not Graduate, No,6800000,24200000,18,349,18800000,0,15800000,9400000, Rejected
361,5, Not Graduate, Yes,600000,1500000,2,319,100000,1100000,2100000,600000, Rejected
362,1, Not Graduate, No,4200000,16200000,14,391,5800000,2100000,14100000,2600000, Rejected
363,4, Not Graduate, No,5000000,18700000,10,755,3600000,600000,13000000,2600000, Approved
364,1, Not Graduate, No,4100000,12200000,6,354,7300000,5600000,16300000,3500000, Rejected
365,1, Not Graduate, No,3400000,8600000,16,312,6400000,6100000,8400000,3000000, Rejected
366,3, Graduate, No,5800000,19600000,16,313,11100000,8100000,22700000,6300000, Rejected
367,0, Graduate, No,500000,1200000,14,556,900000,0,1800000,500000, Approved
368,0, Graduate, No,4700000,14400000,14,881,11000000,6100000,17600000,2400000, Approved
369,2, Graduate, Yes,4300000,12200000,14,719,5100000,2600000,14000000,5700000, Approved
370,3, Not Graduate, No,4100000,15900000,12,538,3900000,800000,8800000,5700000, Rejected
371,1, Not Graduate, No,6900000,14400000,10,828,4600000,13000000,26700000,9000000, Approved
372,5, Graduate, Yes,5800000,16600000,18,376,2500000,7500000,21100000,2800000, Rejected
373,5, Not Graduate, No,8000000,30000000,14,549,14800000,200000,17300000,7000000, Rejected
374,0, Not Graduate, No,2600000,8400000,18,861,0,3500000,6200000,3800000, Approved
375,4, Graduate, No,2700000,10200000,4,528,7800000,2200000,10000000,1600000, Approved
376,4, Not Graduate, No,5700000,19600000,8,691,8800000,2200000,12100000,3000000, Approved
377,2, Graduate, No,1500000,3600000,4,584,3900000,1300000,4800000,1700000, Approved
378,5, Not Graduate, No,6800000,20000000,4,459,14500000,3000000,25000000,4900000, Rejected
379,3, Not Graduate, Yes,9200000,27700000,20,688,4800000,16300000,25800000,11200000, Approved
380,1, Not Graduate, Yes,4700000,18700000,20,445,2100000,0,11100000,4000000, Rejected
381,0, Graduate, No,1400000,5500000,6,393,500000,1500000,5400000,1800000, Rejected
382,3, Graduate, Yes,9400000,24600000,10,414,8800000,13400000,23800000,5600000, Rejected
383,2, Graduate, No,9700000,19900000,16,395,2800000,13700000,37000000,10800000, Rejected
384,5, Graduate, No,4600000,10500000,8,758,3900000,4300000,15800000,2900000, Approved
385,5, Not Graduate, Yes,5600000,14500000,10,457,6900000,7800000,20600000,4600000, Rejected
386,0, Graduate, Yes,1000000,3200000,10,854,2600000,800000,2900000,1200000, Approved
387,3, Graduate, Yes,6100000,24200000,12,672,300000,11100000,23500000,5000000, Approved
388,3, Not Graduate, Yes,8900000,20900000,6,859,9600000,16500000,29300000,11100000, Approved
389,4, Graduate, No,5300000,15400000,8,584,5100000,1700000,14000000,5000000, Approved
390,3, Graduate, No,4000000,12800000,18,635,6000000,7000000,12900000,4200000, Approved
391,3, Graduate, Yes,7400000,25700000,2,461,5700000,2900000,15100000,5100000, Approved
392,1, Graduate, Yes,2400000,8300000,6,684,5500000,3500000,5300000,2300000, Approved
393,2, Not Graduate, Yes,600000,2100000,18,572,400000,500000,1400000,300000, Approved
394,5, Not Graduate, Yes,4600000,14500000,14,561,2300000,6200000,10200000,5800000, Approved
395,4, Graduate, Yes,9300000,35500000,6,547,2800000,17800000,27000000,13900000, Rejected
396,4, Not Graduate, No,6100000,22400000,18,351,11800000,5000000,24400000,4800000, Rejected
397,0, Graduate, No,1800000,5400000,16,555,3900000,2900000,5100000,1700000, Approved
398,4, Not Graduate, Yes,8200000,26900000,20,301,23800000,13600000,31000000,9900000, Rejected
399,2, Not Graduate, Yes,800000,2100000,6,726,2000000,0,2600000,600000, Approved
400,2, Graduate, No,8400000,23100000,6,689,5700000,2500000,18900000,11900000, Approved
401,0, Not Graduate, No,8500000,33900000,4,665,8500000,12800000,17900000,4500000, Approved
402,3, Not Graduate, Yes,3300000,12700000,16,608,3600000,6200000,12600000,4500000, Approved
403,3, Not Graduate, No,5800000,12800000,20,335,4400000,3000000,15300000,8000000, Rejected
404,2, Not Graduate, Yes,9600000,28100000,20,763,23000000,11800000,27500000,10300000, Approved
405,4, Graduate, Yes,7200000,23100000,14,644,13300000,3500000,18300000,4200000, Approved
406,2, Not Graduate, No,6500000,14100000,2,709,1000000,12700000,20900000,4000000, Approved
407,5, Graduate, Yes,2300000,5600000,8,642,2600000,1900000,8600000,2500000, Approved
408,0, Not Graduate, Yes,3300000,10400000,4,423,7400000,4700000,11600000,3200000, Approved
409,0, Not Graduate, Yes,2000000,5900000,12,900,3800000,2400000,7100000,3000000, Approved
410,0, Not Graduate, No,5700000,15600000,16,742,700000,5800000,11400000,6800000, Approved
411,5, Not Graduate, Yes,800000,2500000,4,780,500000,900000,1700000,400000, Approved
412,2, Graduate, No,8800000,17700000,14,706,22900000,4300000,30300000,9200000, Approved
413,3, Graduate, No,6200000,16700000,10,880,15800000,8200000,20100000,9100000, Approved
414,5, Graduate, Yes,1400000,5000000,2,465,0,2600000,5300000,1500000, Approved
415,3, Not Graduate, Yes,3500000,12000000,2,786,600000,6400000,10700000,1700000, Approved
416,1, Graduate, Yes,600000,2000000,10,326,400000,1000000,2400000,700000, Rejected
417,2, Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000, Approved
418,2, Graduate, Yes,6500000,20900000,14,327,8200000,100000,22800000,4700000, Rejected
419,5, Graduate, No,7000000,23000000,18,803,18700000,6300000,27800000,4100000, Approved
420,1, Graduate, No,9200000,18800000,2,351,22400000,2200000,31500000,13000000, Rejected
421,1, Graduate, No,5700000,12400000,14,396,5400000,7500000,17600000,5600000, Rejected
422,3, Graduate, Yes,1700000,3400000,6,488,100000,500000,4500000,1600000, Rejected
423,4, Graduate, No,7000000,18900000,6,475,1300000,6100000,14700000,5200000, Rejected
424,1, Not Graduate, No,2200000,7000000,18,417,2000000,3900000,6500000,1900000, Rejected
425,2, Not Graduate, No,6800000,18700000,8,781,17600000,900000,23700000,5400000, Approved
426,1, Not Graduate, Yes,2400000,6200000,12,337,3400000,2100000,9400000,2300000, Rejected
427,2, Not Graduate, No,4800000,10600000,8,588,3700000,5200000,15000000,4500000, Approved
428,5, Graduate, No,4200000,9200000,12,870,3200000,2400000,12300000,5700000, Approved
429,0, Not Graduate, Yes,7200000,20700000,10,733,15600000,12000000,19200000,9900000, Approved
430,0, Not Graduate, Yes,8900000,23000000,12,741,5600000,11200000,27100000,7100000, Approved
431,3, Not Graduate, No,5100000,14500000,12,306,700000,8800000,11600000,2900000, Rejected
432,2, Graduate, Yes,6300000,19500000,18,428,15900000,7200000,19900000,6500000, Rejected
433,3, Graduate, No,6600000,22100000,4,455,3800000,3000000,25100000,7400000, Approved
434,1, Not Graduate, Yes,4800000,14700000,2,356,7100000,8800000,13400000,5500000, Approved
435,0, Graduate, No,200000,400000,4,594,500000,0,400000,100000, Approved
436,0, Not Graduate, Yes,7500000,25800000,18,844,9100000,600000,18600000,6500000, Approved
437,1, Not Graduate, Yes,1700000,4500000,20,480,200000,600000,5400000,1900000, Rejected
438,4, Graduate, No,4300000,11500000,20,337,11100000,6000000,17000000,5200000, Rejected
439,1, Graduate, No,5200000,11200000,6,698,14100000,7600000,18800000,2700000, Approved
440,0, Graduate, No,1100000,3300000,10,482,2800000,300000,2900000,1600000, Rejected
441,1, Not Graduate, Yes,5100000,20300000,18,757,11800000,3400000,13400000,3200000, Approved
442,2, Graduate, No,5200000,13500000,2,777,7000000,5200000,15500000,6100000, Approved
443,2, Not Graduate, Yes,4800000,16500000,10,350,2000000,6500000,11400000,2900000, Rejected
444,4, Not Graduate, No,4900000,10700000,20,321,1200000,400000,11100000,6500000, Rejected
445,5, Not Graduate, Yes,7500000,24600000,8,744,1600000,3600000,16700000,9300000, Approved
446,1, Graduate, No,5900000,16800000,4,806,11200000,9700000,22800000,7100000, Approved
447,5, Graduate, No,5300000,13400000,8,719,1600000,200000,11400000,5300000, Approved
448,4, Graduate, No,3700000,9000000,18,668,7800000,1600000,13400000,3100000, Approved
449,0, Graduate, Yes,2500000,5800000,18,494,5100000,4400000,8500000,2300000, Rejected
450,4, Not Graduate, No,2800000,10800000,2,841,700000,2600000,7100000,4100000, Approved
451,0, Graduate, Yes,5400000,21400000,8,721,8200000,6400000,16700000,7400000, Approved
452,5, Graduate, No,3100000,9400000,10,414,200000,5300000,8000000,2800000, Rejected
453,5, Not Graduate, No,4800000,15500000,10,812,9500000,1500000,17800000,3500000, Approved
454,1, Not Graduate, No,8800000,17500000,20,832,1800000,3600000,24000000,7400000, Approved
455,2, Graduate, No,4100000,14900000,12,571,-100000,5200000,13000000,3400000, Approved
456,1, Not Graduate, No,6900000,26200000,4,534,14500000,11900000,14900000,9400000, Approved
457,3, Graduate, No,6300000,18300000,18,543,1800000,9400000,17700000,3500000, Rejected
458,0, Not Graduate, Yes,8800000,25600000,10,715,25300000,2500000,34900000,8600000, Approved
459,3, Not Graduate, Yes,2100000,6100000,8,346,5500000,600000,4500000,2900000, Rejected
460,0, Not Graduate, Yes,8600000,23600000,2,361,25800000,5300000,24700000,7500000, Rejected
461,5, Graduate, No,3000000,8000000,6,333,3200000,400000,8200000,2200000, Rejected
462,3, Not Graduate, Yes,5200000,16300000,8,335,9500000,7000000,13600000,7300000, Rejected
463,3, Graduate, Yes,7200000,20400000,10,558,0,13200000,27200000,10600000, Approved
464,1, Not Graduate, No,2400000,5200000,2,371,6100000,3100000,8500000,1400000, Rejected
465,2, Not Graduate, Yes,5500000,18400000,10,515,6800000,4400000,18500000,4100000, Rejected
466,0, Not Graduate, Yes,7900000,24000000,20,728,18600000,15600000,21800000,7400000, Approved
467,3, Graduate, Yes,7900000,29200000,4,399,23200000,5500000,30200000,6900000, Approved
468,5, Graduate, Yes,5900000,15600000,2,730,12600000,4700000,15900000,5900000, Approved
469,3, Not Graduate, Yes,4700000,12800000,16,740,2200000,8600000,11700000,6100000, Approved
470,4, Graduate, No,7200000,16900000,4,702,15900000,7100000,22000000,9600000, Approved
471,2, Graduate, Yes,300000,700000,4,411,600000,0,1200000,100000, Rejected
472,5, Not Graduate, No,1100000,2500000,4,827,2400000,1000000,4100000,600000, Approved
473,5, Graduate, Yes,8700000,28100000,10,660,25500000,800000,25900000,10100000, Approved
474,0, Not Graduate, No,2200000,8600000,4,563,900000,1000000,4400000,2800000, Approved
475,1, Graduate, No,2200000,8700000,12,613,500000,1800000,5700000,2400000, Approved
476,1, Graduate, Yes,6500000,13900000,8,369,9600000,300000,17200000,8300000, Rejected
477,4, Not Graduate, No,5500000,12300000,6,742,12900000,2700000,19800000,4300000, Approved
478,1, Graduate, No,2700000,8100000,16,691,2000000,3600000,8100000,2100000, Approved
479,3, Not Graduate, Yes,8500000,30300000,12,762,12700000,3700000,20000000,4200000, Approved
480,1, Graduate, No,4400000,10700000,18,324,2200000,3300000,12700000,5400000, Rejected
481,5, Graduate, Yes,4400000,11700000,20,590,900000,2700000,15500000,2300000, Approved
482,2, Graduate, Yes,1900000,5000000,14,641,1000000,900000,5500000,2400000, Approved
483,0, Graduate, Yes,5000000,18400000,12,752,14600000,4000000,10500000,6500000, Approved
484,4, Not Graduate, No,8200000,20700000,10,546,10800000,7000000,25000000,10600000, Rejected
485,2, Not Graduate, No,2400000,8800000,18,421,3200000,1500000,6700000,1400000, Rejected
486,5, Graduate, No,6600000,18800000,4,639,3200000,1100000,25100000,4300000, Approved
487,0, Not Graduate, Yes,2600000,5400000,2,377,100000,4900000,6100000,2700000, Rejected
488,1, Not Graduate, Yes,300000,1200000,4,355,700000,300000,800000,200000, Approved
489,5, Graduate, No,9400000,25800000,14,625,28200000,15400000,30800000,11100000, Approved
490,5, Not Graduate, No,4400000,14900000,4,865,8200000,6200000,14900000,3500000, Approved
491,2, Not Graduate, No,2300000,5000000,8,884,1400000,1700000,6100000,1500000, Approved
492,5, Graduate, Yes,8500000,26700000,10,803,500000,16600000,24400000,9600000, Approved
493,0, Graduate, Yes,500000,1100000,18,479,1500000,500000,1800000,600000, Rejected
494,0, Graduate, Yes,8900000,20900000,18,568,18800000,700000,32700000,5300000, Approved
495,3, Not Graduate, Yes,2900000,7000000,4,806,5700000,5600000,5900000,3000000, Approved
496,1, Graduate, Yes,4900000,17700000,8,722,9200000,7300000,16400000,3000000, Approved
497,5, Not Graduate, No,9600000,20700000,14,442,25800000,9800000,31800000,8200000, Rejected
498,0, Graduate, No,5600000,13400000,2,460,3400000,4100000,14800000,4100000, Rejected
499,1, Not Graduate, No,1400000,3300000,8,306,3200000,800000,2700000,800000, Rejected
500,3, Graduate, No,9800000,25600000,10,404,24400000,6700000,37000000,11500000, Rejected
501,1, Not Graduate, Yes,2500000,6700000,2,502,3400000,2600000,9400000,1400000, Rejected
502,2, Not Graduate, Yes,3000000,7800000,14,555,6600000,2700000,9600000,1700000, Approved
503,0, Not Graduate, No,5100000,13600000,18,351,1700000,3700000,14400000,7600000, Rejected
504,4, Not Graduate, Yes,1100000,2900000,4,554,2800000,1000000,4100000,1600000, Approved
505,2, Not Graduate, Yes,1900000,7000000,14,818,4800000,3500000,4500000,2100000, Approved
